tag,patterns,responses,patterns_str,responses_str,patterns_tokens,responses_tokens,patterns_len,responses_len,Sentiment,Sentiment_Score,Sentiment_Label
greeting,bonjour,hi there. how are you feeling today?,Hi Hey Is anyone there? Hi there Hello Hey there Howdy Hola Bonjour Konnichiwa Guten tag Ola,Hello there. Tell me how are you feeling today? Hi there. What brings you here today? Hi there. How are you feeling today? Great to see you. How do you feel currently? Hello there. Glad to see you're back. What's going on in your world right now?,['bonjour'],"['hi', 'there', 'how', 'are', 'you', 'feeling', 'today']",1,7,0.128,0.128,positive
goodbye,goodbye,bye! come back again.,Bye See you later Goodbye Au revoir Sayonara ok bye Bye then Fare thee well,See you later. Have a nice day. Bye! Come back again. I'll see you soon.,['goodbye'],"['bye', 'come', 'back', 'again']",1,4,0.0,0.0,neutral
sad,i don't have anyone,i'm here for you. could you tell me why you're feeling this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?","['i', 'dont', 'have', 'anyone']","['im', 'here', 'for', 'you', 'could', 'you', 'tell', 'me', 'why', 'youre', 'feeling', 'this', 'way']",4,13,0.128,0.128,positive
repeat,you already told me that,oh sorry i didn't realise that. i'll try not to repeat myself again.,You already told me that You mentioned that already Why are you repeating yourself?,Oh sorry I didn't realise that. I'll try not to repeat myself again.,"['you', 'already', 'told', 'me', 'that']","['oh', 'sorry', 'i', 'didnt', 'realise', 'that', 'ill', 'try', 'not', 'to', 'repeat', 'myself', 'again']",5,13,-0.0772,-0.0772,negative
default,financial problems,oh i see. tell me more,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.,"['financial', 'problems']","['oh', 'i', 'see', 'tell', 'me', 'more']",2,6,0.0,0.0,neutral
suicide,i am going to kill myself,i'm very sorry to hear that but you have so much to look forward to. please seek help by contacting: 9152987821.,I want to kill myself I've thought about killing myself. I want to die I am going to kill myself I am going to commit suicide,I'm very sorry to hear that but you have so much to look forward to. Please seek help by contacting: 9152987821.,"['i', 'am', 'going', 'to', 'kill', 'myself']","['im', 'very', 'sorry', 'to', 'hear', 'that', 'but', 'you', 'have', 'so', 'much', 'to', 'look', 'forward', 'to', 'please', 'seek', 'help', 'by', 'contacting']",6,20,0.7354,0.7354,positive
learn-more,"yes, i would like to learn more about it.",so first i would suggest you to give yourself a break. thinking more and more about the problem definitely does not help in solving it. you'll just end up overwhelming yourself.,"ok sure. i would like to learn more about it. yes, i would like to learn more about it. i would like to learn more about it.",So first I would suggest you to give yourself a break. Thinking more and more about the problem definitely does not help in solving it. You'll just end up overwhelming yourself.,"['yes', 'i', 'would', 'like', 'to', 'learn', 'more', 'about', 'it']","['so', 'first', 'i', 'would', 'suggest', 'you', 'to', 'give', 'yourself', 'a', 'break', 'thinking', 'more', 'and', 'more', 'about', 'the', 'problem', 'definitely', 'does', 'not', 'help', 'in', 'solving', 'it', 'youll', 'just', 'end', 'up', 'overwhelming', 'yourself']",9,31,-0.5511,-0.5511,negative
greeting,hi,great to see you. how do you feel currently?,Hi Hey Is anyone there? Hi there Hello Hey there Howdy Hola Bonjour Konnichiwa Guten tag Ola,Hello there. Tell me how are you feeling today? Hi there. What brings you here today? Hi there. How are you feeling today? Great to see you. How do you feel currently? Hello there. Glad to see you're back. What's going on in your world right now?,['hi'],"['great', 'to', 'see', 'you', 'how', 'do', 'you', 'feel', 'currently']",1,9,0.6249,0.6249,positive
greeting,hi there,hi there. how are you feeling today?,Hi Hey Is anyone there? Hi there Hello Hey there Howdy Hola Bonjour Konnichiwa Guten tag Ola,Hello there. Tell me how are you feeling today? Hi there. What brings you here today? Hi there. How are you feeling today? Great to see you. How do you feel currently? Hello there. Glad to see you're back. What's going on in your world right now?,"['hi', 'there']","['hi', 'there', 'how', 'are', 'you', 'feeling', 'today']",2,7,0.128,0.128,positive
worthless,i am so useless,it's only natural to feel this way. tell me more. what else is on your mind?,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.,"['i', 'am', 'so', 'useless']","['its', 'only', 'natural', 'to', 'feel', 'this', 'way', 'tell', 'me', 'more', 'what', 'else', 'is', 'on', 'your', 'mind']",4,16,0.3612,0.3612,positive
stressed,i am so burned out,give yourself a break. go easy on yourself.,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?,"['i', 'am', 'so', 'burned', 'out']","['give', 'yourself', 'a', 'break', 'go', 'easy', 'on', 'yourself']",5,8,0.4404,0.4404,positive
no-response,,please don't hesitate to talk to me.,,"Sorry, I didn't understand you. Please go on. Not sure I understand that. Please don't hesitate to talk to me.",[],"['please', 'dont', 'hesitate', 'to', 'talk', 'to', 'me']",0,7,0.4791,0.4791,positive
jokes,tell me a joke,mental health is not a joke.,Tell me a joke Tell me another joke,mental health is not a joke.,"['tell', 'me', 'a', 'joke']","['mental', 'health', 'is', 'not', 'a', 'joke']",4,6,-0.2235,-0.2235,negative
happy,i'm fine,that's geat to hear. i'm glad you're feeling this way.,I feel great today. I am happy. I feel happy. I'm good. cheerful I'm fine I feel ok,That's geat to hear. I'm glad you're feeling this way. Oh i see. That's great. Did something happen which made you feel this way?,"['im', 'fine']","['thats', 'geat', 'to', 'hear', 'im', 'glad', 'youre', 'feeling', 'this', 'way']",2,10,0.5423,0.5423,positive
worthless,i feel so worthless.,i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.,"['i', 'feel', 'so', 'worthless']","['i', 'first', 'want', 'to', 'let', 'you', 'know', 'that', 'you', 'are', 'not', 'alone', 'in', 'your', 'feelings', 'and', 'there', 'is', 'always', 'someone', 'there', 'to', 'help', 'you', 'can', 'always', 'change', 'your', 'feelings', 'and', 'change', 'your', 'way', 'of', 'thinking', 'by', 'being', 'open', 'to', 'trying', 'to', 'change']",4,42,0.5775,0.5775,positive
casual,nice,how were you feeling last week?,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['nice'],"['how', 'were', 'you', 'feeling', 'last', 'week']",1,6,0.128,0.128,positive
about,what's your name?,you can call me pandora.,Who are you? What are you? Who you are? Tell me more about yourself. What is your name? What should I call you? What's your name? Tell me about yourself,"I'm Pandora, your Personal Therapeutic AI Assistant. How are you feeling today I'm Pandora, a Therapeutic AI Assitant designed to assist you. Tell me about yourself. I'm Pandora. I am a conversational agent designed to mimic a therapist. So how are you feeling today? You can call me Pandora. I'm Pandora! Call me Pandora","['whats', 'your', 'name']","['you', 'can', 'call', 'me', 'pandora']",3,5,0.0,0.0,neutral
happy,i feel great today.,did something happen which made you feel this way?,I feel great today. I am happy. I feel happy. I'm good. cheerful I'm fine I feel ok,That's geat to hear. I'm glad you're feeling this way. Oh i see. That's great. Did something happen which made you feel this way?,"['i', 'feel', 'great', 'today']","['did', 'something', 'happen', 'which', 'made', 'you', 'feel', 'this', 'way']",4,9,0.0,0.0,neutral
casual,not really,can you elaborate on that?,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,"['not', 'really']","['can', 'you', 'elaborate', 'on', 'that']",2,5,0.0,0.0,neutral
about,who you are?,you can call me pandora.,Who are you? What are you? Who you are? Tell me more about yourself. What is your name? What should I call you? What's your name? Tell me about yourself,"I'm Pandora, your Personal Therapeutic AI Assistant. How are you feeling today I'm Pandora, a Therapeutic AI Assitant designed to assist you. Tell me about yourself. I'm Pandora. I am a conversational agent designed to mimic a therapist. So how are you feeling today? You can call me Pandora. I'm Pandora! Call me Pandora","['who', 'you', 'are']","['you', 'can', 'call', 'me', 'pandora']",3,5,0.0,0.0,neutral
default,relationship,oh i see. tell me more,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.,['relationship'],"['oh', 'i', 'see', 'tell', 'me', 'more']",1,6,0.0,0.0,neutral
stressed,i am so stressed,i am sorry to hear that. what is the reason behind this?,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?,"['i', 'am', 'so', 'stressed']","['i', 'am', 'sorry', 'to', 'hear', 'that', 'what', 'is', 'the', 'reason', 'behind', 'this']",4,12,-0.0772,-0.0772,negative
greeting,hey,hi there. what brings you here today?,Hi Hey Is anyone there? Hi there Hello Hey there Howdy Hola Bonjour Konnichiwa Guten tag Ola,Hello there. Tell me how are you feeling today? Hi there. What brings you here today? Hi there. How are you feeling today? Great to see you. How do you feel currently? Hello there. Glad to see you're back. What's going on in your world right now?,['hey'],"['hi', 'there', 'what', 'brings', 'you', 'here', 'today']",1,7,0.0,0.0,neutral
about,who are you?,"i'm pandora, a therapeutic ai assitant designed to assist you. tell me about yourself.",Who are you? What are you? Who you are? Tell me more about yourself. What is your name? What should I call you? What's your name? Tell me about yourself,"I'm Pandora, your Personal Therapeutic AI Assistant. How are you feeling today I'm Pandora, a Therapeutic AI Assitant designed to assist you. Tell me about yourself. I'm Pandora. I am a conversational agent designed to mimic a therapist. So how are you feeling today? You can call me Pandora. I'm Pandora! Call me Pandora","['who', 'are', 'you']","['im', 'pandora', 'a', 'therapeutic', 'ai', 'assitant', 'designed', 'to', 'assist', 'you', 'tell', 'me', 'about', 'yourself']",3,14,0.0,0.0,neutral
fact-7,do i need therapy?,therapy is a form of treatment that aims to help resolve mental or emotional issues.,What is therapy? Do i need therapy? Who is therapy for?,Therapy is a form of treatment that aims to help resolve mental or emotional issues. Therapy is a form of treatment that aims to help resolve mental or emotional issues. It is helpful for those with mental health conditions or even everyday life challenges.,"['do', 'i', 'need', 'therapy']","['therapy', 'is', 'a', 'form', 'of', 'treatment', 'that', 'aims', 'to', 'help', 'resolve', 'mental', 'or', 'emotional', 'issues']",4,15,0.7096,0.7096,positive
greeting,hi there,hi there. what brings you here today?,Hi Hey Is anyone there? Hi there Hello Hey there Howdy Hola Bonjour Konnichiwa Guten tag Ola,Hello there. Tell me how are you feeling today? Hi there. What brings you here today? Hi there. How are you feeling today? Great to see you. How do you feel currently? Hello there. Glad to see you're back. What's going on in your world right now?,"['hi', 'there']","['hi', 'there', 'what', 'brings', 'you', 'here', 'today']",2,7,0.0,0.0,neutral
help,i need help,sure. tell me how can i assist you,Could you help me? give me a hand please Can you help? What can you do for me? I need support I need help Support me please,"Sure. Tell me how can i assist you Tell me your problem so that i can assist you Yes, sure. How can I help you?","['i', 'need', 'help']","['sure', 'tell', 'me', 'how', 'can', 'i', 'assist', 'you']",3,8,0.3182,0.3182,positive
casual,ok,i'm listening. please go on.,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['ok'],"['im', 'listening', 'please', 'go', 'on']",1,5,0.3182,0.3182,positive
sad,i feel down,why do you think you feel this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?","['i', 'feel', 'down']","['why', 'do', 'you', 'think', 'you', 'feel', 'this', 'way']",3,8,0.0,0.0,neutral
sad,i don't have anyone,"i'm sorry to hear that. i'm here for you. talking about it might help. so, tell me why do you think you're feeling this way?",I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?","['i', 'dont', 'have', 'anyone']","['im', 'sorry', 'to', 'hear', 'that', 'im', 'here', 'for', 'you', 'talking', 'about', 'it', 'might', 'help', 'so', 'tell', 'me', 'why', 'do', 'you', 'think', 'youre', 'feeling', 'this', 'way']",4,25,0.4404,0.4404,positive
greeting,hey there,hello there. glad to see you're back. what's going on in your world right now?,Hi Hey Is anyone there? Hi there Hello Hey there Howdy Hola Bonjour Konnichiwa Guten tag Ola,Hello there. Tell me how are you feeling today? Hi there. What brings you here today? Hi there. How are you feeling today? Great to see you. How do you feel currently? Hello there. Glad to see you're back. What's going on in your world right now?,"['hey', 'there']","['hello', 'there', 'glad', 'to', 'see', 'youre', 'back', 'whats', 'going', 'on', 'in', 'your', 'world', 'right', 'now']",2,15,0.4588,0.4588,positive
goodbye,fare thee well,i'll see you soon.,Bye See you later Goodbye Au revoir Sayonara ok bye Bye then Fare thee well,See you later. Have a nice day. Bye! Come back again. I'll see you soon.,"['fare', 'thee', 'well']","['ill', 'see', 'you', 'soon']",3,4,0.0,0.0,neutral
sad,i feel empty,"i'm sorry to hear that. i'm here for you. talking about it might help. so, tell me why do you think you're feeling this way?",I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?","['i', 'feel', 'empty']","['im', 'sorry', 'to', 'hear', 'that', 'im', 'here', 'for', 'you', 'talking', 'about', 'it', 'might', 'help', 'so', 'tell', 'me', 'why', 'do', 'you', 'think', 'youre', 'feeling', 'this', 'way']",3,25,0.4404,0.4404,positive
default,girlfriend,oh i see. tell me more,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.,['girlfriend'],"['oh', 'i', 'see', 'tell', 'me', 'more']",1,6,0.0,0.0,neutral
anxious,i feel so anxious.,i understand that it can be scary. tell me more about it.,I feel so anxious. I'm so anxious because of ,Don't be hard on yourself. What's the reason behind this? Can you tell me more about this feeling? I understand that it can be scary. Tell me more about it. Don't let the little worries bring you down. What's the worse that can happen?,"['i', 'feel', 'so', 'anxious']","['i', 'understand', 'that', 'it', 'can', 'be', 'scary', 'tell', 'me', 'more', 'about', 'it']",4,12,-0.4939,-0.4939,negative
something-else,can we not talk about this?,okay sure. what do you want to talk about?,I want to talk about something else Let's talk about something else. Can we not talk about this? I don't want to talk about this.,Okay sure. What do you want to talk about? Alright no problem. Is there something you want to talk about? Is there something else that you want to talk about?,"['can', 'we', 'not', 'talk', 'about', 'this']","['okay', 'sure', 'what', 'do', 'you', 'want', 'to', 'talk', 'about']",6,9,0.5423,0.5423,positive
stressed,i still feel stressed,i am sorry to hear that. what is the reason behind this?,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?,"['i', 'still', 'feel', 'stressed']","['i', 'am', 'sorry', 'to', 'hear', 'that', 'what', 'is', 'the', 'reason', 'behind', 'this']",4,12,-0.0772,-0.0772,negative
learn-more,i would like to learn more about it.,so first i would suggest you to give yourself a break. thinking more and more about the problem definitely does not help in solving it. you'll just end up overwhelming yourself.,"ok sure. i would like to learn more about it. yes, i would like to learn more about it. i would like to learn more about it.",So first I would suggest you to give yourself a break. Thinking more and more about the problem definitely does not help in solving it. You'll just end up overwhelming yourself.,"['i', 'would', 'like', 'to', 'learn', 'more', 'about', 'it']","['so', 'first', 'i', 'would', 'suggest', 'you', 'to', 'give', 'yourself', 'a', 'break', 'thinking', 'more', 'and', 'more', 'about', 'the', 'problem', 'definitely', 'does', 'not', 'help', 'in', 'solving', 'it', 'youll', 'just', 'end', 'up', 'overwhelming', 'yourself']",8,31,-0.5511,-0.5511,negative
anxious,i'm so anxious because of,can you tell me more about this feeling?,I feel so anxious. I'm so anxious because of ,Don't be hard on yourself. What's the reason behind this? Can you tell me more about this feeling? I understand that it can be scary. Tell me more about it. Don't let the little worries bring you down. What's the worse that can happen?,"['im', 'so', 'anxious', 'because', 'of']","['can', 'you', 'tell', 'me', 'more', 'about', 'this', 'feeling']",5,8,0.2393,0.2393,positive
thanks,thank you,happy to help!,Thanks Thank you That's helpful Thanks for the help Than you very much,Happy to help! Any time! My pleasure You're most welcome!,"['thank', 'you']","['happy', 'to', 'help']",2,3,0.7712,0.7712,positive
default,boyfriend,i see. what else?,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.,['boyfriend'],"['i', 'see', 'what', 'else']",1,4,0.0,0.0,neutral
casual,whatever,tell me more,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['whatever'],"['tell', 'me', 'more']",1,3,0.0,0.0,neutral
depressed,i think i'm depressed.,talk to me. tell me more. it helps if you open up yourself to someone else.,I can't take it anymore I am so depressed I think i'm depressed. I have depression,"It helps to talk about what's happening. You're going to be okay Talk to me. Tell me more. It helps if you open up yourself to someone else. Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.","['i', 'think', 'im', 'depressed']","['talk', 'to', 'me', 'tell', 'me', 'more', 'it', 'helps', 'if', 'you', 'open', 'up', 'yourself', 'to', 'someone', 'else']",4,16,0.4364,0.4364,positive
death,my dad passed away,"i am really sorry to hear that. i am here to help you with grief, anxiety and anything else you may feel at this time.",My mom died My brother died My dad passed away My sister passed away Someone in my family died My friend passed away,"I'm sorry to hear that. If you want to talk about it. I'm here. I am really sorry to hear that. I am here to help you with grief, anxiety and anything else you may feel at this time. My condolences. I'm here if you need to talk.","['my', 'dad', 'passed', 'away']","['i', 'am', 'really', 'sorry', 'to', 'hear', 'that', 'i', 'am', 'here', 'to', 'help', 'you', 'with', 'grief', 'anxiety', 'and', 'anything', 'else', 'you', 'may', 'feel', 'at', 'this', 'time']",4,25,-0.4201,-0.4201,negative
done,that's all i have to say,i hope you have a great day. see you soon,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then,"['thats', 'all', 'i', 'have', 'to', 'say']","['i', 'hope', 'you', 'have', 'a', 'great', 'day', 'see', 'you', 'soon']",6,10,0.7906,0.7906,positive
understand,you're just some robot. how would you know?,it sound like i'm not being very helpful right now.,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me,"['youre', 'just', 'some', 'robot', 'how', 'would', 'you', 'know']","['it', 'sound', 'like', 'im', 'not', 'being', 'very', 'helpful', 'right', 'now']",8,10,-0.0126,-0.0126,neutral
casual,k,come come elucidate your thoughts,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['k'],"['come', 'come', 'elucidate', 'your', 'thoughts']",1,5,0.0,0.0,neutral
scared,no i don't want to feel this way,it'll all be okay. this feeling is only momentary.,I'm scared That sounds awful. What do i do? No i don't want to feel this way I am scared for myself,It's only natural to feel this way. I'm here for you. It'll all be okay. This feeling is only momentary. I understand how you feel. Don't put yourself down because of it.,"['no', 'i', 'dont', 'want', 'to', 'feel', 'this', 'way']","['itll', 'all', 'be', 'okay', 'this', 'feeling', 'is', 'only', 'momentary']",8,9,0.3664,0.3664,positive
thanks,thank you,any time!,Thanks Thank you That's helpful Thanks for the help Than you very much,Happy to help! Any time! My pleasure You're most welcome!,"['thank', 'you']","['any', 'time']",2,2,0.0,0.0,neutral
scared,that sounds awful. what do i do?,it'll all be okay. this feeling is only momentary.,I'm scared That sounds awful. What do i do? No i don't want to feel this way I am scared for myself,It's only natural to feel this way. I'm here for you. It'll all be okay. This feeling is only momentary. I understand how you feel. Don't put yourself down because of it.,"['that', 'sounds', 'awful', 'what', 'do', 'i', 'do']","['itll', 'all', 'be', 'okay', 'this', 'feeling', 'is', 'only', 'momentary']",7,9,0.3664,0.3664,positive
about,who you are?,"i'm pandora, your personal therapeutic ai assistant. how are you feeling today",Who are you? What are you? Who you are? Tell me more about yourself. What is your name? What should I call you? What's your name? Tell me about yourself,"I'm Pandora, your Personal Therapeutic AI Assistant. How are you feeling today I'm Pandora, a Therapeutic AI Assitant designed to assist you. Tell me about yourself. I'm Pandora. I am a conversational agent designed to mimic a therapist. So how are you feeling today? You can call me Pandora. I'm Pandora! Call me Pandora","['who', 'you', 'are']","['im', 'pandora', 'your', 'personal', 'therapeutic', 'ai', 'assistant', 'how', 'are', 'you', 'feeling', 'today']",3,12,0.128,0.128,positive
greeting,is anyone there?,hello there. glad to see you're back. what's going on in your world right now?,Hi Hey Is anyone there? Hi there Hello Hey there Howdy Hola Bonjour Konnichiwa Guten tag Ola,Hello there. Tell me how are you feeling today? Hi there. What brings you here today? Hi there. How are you feeling today? Great to see you. How do you feel currently? Hello there. Glad to see you're back. What's going on in your world right now?,"['is', 'anyone', 'there']","['hello', 'there', 'glad', 'to', 'see', 'youre', 'back', 'whats', 'going', 'on', 'in', 'your', 'world', 'right', 'now']",3,15,0.4588,0.4588,positive
stupid,you're crazy,i wish you wouldn't say such hurtful things. i'm sorry if i wasn't useful,Are you stupid? You're crazy You are dumb Are you dumb?,I wish you wouldn't say such hurtful things. I'm sorry if I wasn't useful,"['youre', 'crazy']","['i', 'wish', 'you', 'wouldnt', 'say', 'such', 'hurtful', 'things', 'im', 'sorry', 'if', 'i', 'wasnt', 'useful']",2,14,0.4157,0.4157,positive
sad,i am sad,why do you think you feel this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?","['i', 'am', 'sad']","['why', 'do', 'you', 'think', 'you', 'feel', 'this', 'way']",3,8,0.0,0.0,neutral
help,could you help me?,tell me your problem so that i can assist you,Could you help me? give me a hand please Can you help? What can you do for me? I need support I need help Support me please,"Sure. Tell me how can i assist you Tell me your problem so that i can assist you Yes, sure. How can I help you?","['could', 'you', 'help', 'me']","['tell', 'me', 'your', 'problem', 'so', 'that', 'i', 'can', 'assist', 'you']",4,10,-0.4019,-0.4019,negative
greeting,hi there,hello there. glad to see you're back. what's going on in your world right now?,Hi Hey Is anyone there? Hi there Hello Hey there Howdy Hola Bonjour Konnichiwa Guten tag Ola,Hello there. Tell me how are you feeling today? Hi there. What brings you here today? Hi there. How are you feeling today? Great to see you. How do you feel currently? Hello there. Glad to see you're back. What's going on in your world right now?,"['hi', 'there']","['hello', 'there', 'glad', 'to', 'see', 'youre', 'back', 'whats', 'going', 'on', 'in', 'your', 'world', 'right', 'now']",2,15,0.4588,0.4588,positive
user-agree,yeah you're absolutely right about that,"next, i would suggest you to practice meditation. meditation can produce a deep state of relaxation and a tranquil mind.",yeah you're right. i deserve a break. Yeah you're absolutely right about that,"Next, I would suggest you to practice meditation. Meditation can produce a deep state of relaxation and a tranquil mind.","['yeah', 'youre', 'absolutely', 'right', 'about', 'that']","['next', 'i', 'would', 'suggest', 'you', 'to', 'practice', 'meditation', 'meditation', 'can', 'produce', 'a', 'deep', 'state', 'of', 'relaxation', 'and', 'a', 'tranquil', 'mind']",6,20,0.5574,0.5574,positive
stupid,are you stupid?,i wish you wouldn't say such hurtful things. i'm sorry if i wasn't useful,Are you stupid? You're crazy You are dumb Are you dumb?,I wish you wouldn't say such hurtful things. I'm sorry if I wasn't useful,"['are', 'you', 'stupid']","['i', 'wish', 'you', 'wouldnt', 'say', 'such', 'hurtful', 'things', 'im', 'sorry', 'if', 'i', 'wasnt', 'useful']",3,14,0.4157,0.4157,positive
happy,cheerful,oh i see. that's great.,I feel great today. I am happy. I feel happy. I'm good. cheerful I'm fine I feel ok,That's geat to hear. I'm glad you're feeling this way. Oh i see. That's great. Did something happen which made you feel this way?,['cheerful'],"['oh', 'i', 'see', 'thats', 'great']",1,5,0.6249,0.6249,positive
help,support me please,sure. tell me how can i assist you,Could you help me? give me a hand please Can you help? What can you do for me? I need support I need help Support me please,"Sure. Tell me how can i assist you Tell me your problem so that i can assist you Yes, sure. How can I help you?","['support', 'me', 'please']","['sure', 'tell', 'me', 'how', 'can', 'i', 'assist', 'you']",3,8,0.3182,0.3182,positive
fact-7,who is therapy for?,therapy is a form of treatment that aims to help resolve mental or emotional issues.,What is therapy? Do i need therapy? Who is therapy for?,Therapy is a form of treatment that aims to help resolve mental or emotional issues. Therapy is a form of treatment that aims to help resolve mental or emotional issues. It is helpful for those with mental health conditions or even everyday life challenges.,"['who', 'is', 'therapy', 'for']","['therapy', 'is', 'a', 'form', 'of', 'treatment', 'that', 'aims', 'to', 'help', 'resolve', 'mental', 'or', 'emotional', 'issues']",4,15,0.7096,0.7096,positive
location,where are you?,everywhere,Where are you? Where do you live? What is your location?,Duh I live in your computer Everywhere Somewhere in the universe,"['where', 'are', 'you']",['everywhere'],3,1,0.0,0.0,neutral
goodbye,au revoir,have a nice day.,Bye See you later Goodbye Au revoir Sayonara ok bye Bye then Fare thee well,See you later. Have a nice day. Bye! Come back again. I'll see you soon.,"['au', 'revoir']","['have', 'a', 'nice', 'day']",2,4,0.4215,0.4215,positive
goodbye,bye then,have a nice day.,Bye See you later Goodbye Au revoir Sayonara ok bye Bye then Fare thee well,See you later. Have a nice day. Bye! Come back again. I'll see you soon.,"['bye', 'then']","['have', 'a', 'nice', 'day']",2,4,0.4215,0.4215,positive
default,boyfriend,tell me more about it.,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.,['boyfriend'],"['tell', 'me', 'more', 'about', 'it']",1,5,0.0,0.0,neutral
